ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_Quads,MPA_AreaSurveyed
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2005,2005-07-11,0.0125,0.0051,0.0176,9,12,720,33.18,2005-07-25,32,0.0148,0.0242,0.004,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2005,2005-07-11,0,0,0,0,12,720,33.18,2005-07-25,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2005,2005-07-11,0.1306,0.0149,0.0517,94,12,720,33.18,2005-07-25,192,0.0889,0.0682,0.0114,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2005,2005-07-11,0,0,0,0,12,720,33.18,2005-07-25,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2006,2006-08-07,0.1472,0.0244,0.0846,106,12,720,33.18,2006-08-02,498,0.2306,0.1122,0.0187,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2006,2006-08-07,0.0444,0.021,0.0726,32,12,720,33.18,2006-08-02,190,0.088,0.0957,0.0159,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,41,0.019,0.0329,0.0055,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,1,5e-4,0.0028,5e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2006,2006-08-07,0.0125,0.0046,0.0161,9,12,720,33.18,2006-08-02,11,0.0051,0.0111,0.0019,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2006,2006-08-07,0.0014,0.0014,0.0048,1,12,720,33.18,2006-08-02,20,0.0093,0.0176,0.0029,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2006,2006-08-07,0.0069,0.0038,0.0132,5,12,720,33.18,2006-08-02,22,0.0102,0.0179,0.003,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2006,2006-08-07,0.0292,0.0114,0.0396,21,12,720,33.18,2006-08-02,53,0.0245,0.0294,0.0049,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,1,5e-4,0.0028,5e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2006,2006-08-07,0.1139,0.0146,0.0507,82,12,720,33.18,2006-08-02,268,0.1241,0.093,0.0155,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2006,2006-08-07,0,0,0,0,12,720,33.18,2006-08-02,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2007,2007-09-24,0.1278,0.0154,0.0533,92,12,720,33.18,2007-08-22,645,0.2986,0.1691,0.0282,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2007,2007-09-24,0.0125,0.0046,0.0161,9,12,720,33.18,2007-08-22,209,0.0968,0.1115,0.0186,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2007,2007-09-24,0.0014,0.0014,0.0048,1,12,720,33.18,2007-08-22,38,0.0176,0.029,0.0048,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2007,2007-09-24,0.0153,0.0086,0.0297,11,12,720,33.18,2007-08-22,16,0.0074,0.0189,0.0031,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2007,2007-09-24,0.0014,0.0014,0.0048,1,12,720,33.18,2007-08-22,38,0.0176,0.027,0.0045,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2007,2007-09-24,0.0042,0.0022,0.0075,3,12,720,33.18,2007-08-22,25,0.0116,0.0221,0.0037,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2007,2007-09-24,0.0167,0.0036,0.0123,12,12,720,33.18,2007-08-22,52,0.0241,0.0291,0.0049,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,1,5e-4,0.0028,5e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2007,2007-09-24,0.0819,0.0165,0.0571,59,12,720,33.18,2007-08-22,204,0.0944,0.1079,0.018,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2007,2007-09-24,0,0,0,0,12,720,33.18,2007-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2008,2008-09-29,0.1486,0.0184,0.0637,107,12,720,33.18,2008-08-22,588,0.2722,0.154,0.0257,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2008,2008-09-29,0.0125,0.0042,0.0144,9,12,720,33.18,2008-08-22,163,0.0755,0.1003,0.0167,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,37,0.0171,0.0277,0.0046,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,1,5e-4,0.0028,5e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2008,2008-09-29,0.0153,0.0043,0.015,11,12,720,33.18,2008-08-22,20,0.0093,0.0193,0.0032,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2008,2008-09-29,0.0042,0.0022,0.0075,3,12,720,33.18,2008-08-22,24,0.0111,0.0154,0.0026,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2008,2008-09-29,0.0042,0.0022,0.0075,3,12,720,33.18,2008-08-22,24,0.0111,0.0218,0.0036,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2008,2008-09-29,0.0125,0.0058,0.0203,9,12,720,33.18,2008-08-22,55,0.0255,0.0387,0.0065,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,2,9e-4,0.0056,9e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2008,2008-09-29,0.1389,0.022,0.0763,100,12,720,33.18,2008-08-22,281,0.1301,0.1314,0.0219,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2008,2008-09-29,0,0,0,0,12,720,33.18,2008-08-22,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2009,2009-07-13,0.1014,0.016,0.0553,73,12,720,33.18,2009-07-31,547,0.2532,0.1747,0.0291,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2009,2009-07-13,0.0139,0.005,0.0172,10,12,720,33.18,2009-07-31,134,0.062,0.0556,0.0093,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2009,2009-07-13,0.0014,0.0014,0.0048,1,12,720,33.18,2009-07-31,32,0.0148,0.0316,0.0053,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2009,2009-07-13,0.0292,0.0103,0.0356,21,12,720,33.18,2009-07-31,27,0.0125,0.0247,0.0041,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2009,2009-07-13,0.0042,0.0022,0.0075,3,12,720,33.18,2009-07-31,49,0.0227,0.0296,0.0049,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2009,2009-07-13,0.0083,0.0032,0.0112,6,12,720,33.18,2009-07-31,31,0.0144,0.0252,0.0042,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2009,2009-07-13,0.0111,0.0031,0.0109,8,12,720,33.18,2009-07-31,32,0.0148,0.0194,0.0032,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2009,2009-07-13,0.0042,0.0022,0.0075,3,12,720,33.18,2009-07-31,11,0.0051,0.0125,0.0021,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2009,2009-07-13,0.0694,0.0136,0.0471,50,12,720,33.18,2009-07-31,116,0.0537,0.0461,0.0077,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2009,2009-07-13,0,0,0,0,12,720,33.18,2009-07-31,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2010,2010-08-16,0.1639,0.0194,0.0674,118,12,720,33.18,2010-08-09,726,0.3361,0.1649,0.0275,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2010,2010-08-16,0.0264,0.0097,0.0337,19,12,720,33.18,2010-08-09,187,0.0866,0.094,0.0157,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,40,0.0185,0.0316,0.0053,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,1,5e-4,0.0028,5e-4,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2010,2010-08-16,0.0194,0.0087,0.03,14,12,720,33.18,2010-08-09,20,0.0093,0.0197,0.0033,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2010,2010-08-16,0.0014,0.0014,0.0048,1,12,720,33.18,2010-08-09,56,0.0259,0.0385,0.0064,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2010,2010-08-16,0.0125,0.0042,0.0144,9,12,720,33.18,2010-08-09,29,0.0134,0.0168,0.0028,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2010,2010-08-16,0.0278,0.012,0.0416,20,12,720,33.18,2010-08-09,62,0.0287,0.032,0.0053,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2010,2010-08-16,0.1083,0.0171,0.0592,78,12,720,33.18,2010-08-09,217,0.1005,0.099,0.0165,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2010,2010-08-16,0,0,0,0,12,720,33.18,2010-08-09,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2011,2011-08-16,0.1347,0.0234,0.0812,97,12,720,33.18,2011-08-10,585,0.2708,0.1504,0.0251,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2011,2011-08-16,0.0194,0.0087,0.03,14,12,720,33.18,2011-08-10,203,0.094,0.1069,0.0178,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6006,Lophogorgia chilensis,Red Gorgonian,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,34,0.0157,0.0264,0.0044,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6007,Muricea fruticosa,Brown Gorgonian,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6008,Muricea californica,California Golden Gorgonian,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,8001,Panulirus interruptus,California Spiny Lobster,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9002,Haliotis rufescens,Red Abalone,2011,2011-08-16,0.025,0.011,0.0379,18,12,720,33.18,2011-08-10,23,0.0106,0.0249,0.0042,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9003,Haliotis corrugata,Pink Abalone,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9004,Haliotis fulgens,Green Abalone,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9006,Kelletia kelletii,Kellets Whelk,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,13,0.006,0.0133,0.0022,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9009,Megathura crenulata,Giant Keyhole Limpet,2011,2011-08-16,0.0181,0.0048,0.0166,13,12,720,33.18,2011-08-10,43,0.0199,0.0248,0.0041,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9010,Crassedoma giganteum,Rock Scallop,2011,2011-08-16,0.0125,0.0065,0.0226,9,12,720,33.18,2011-08-10,53,0.0245,0.031,0.0052,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9011,Aplysia californica,California Brown Sea Hare,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,9012,Haliotis assimilis,Threaded Abalone,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11003,Pycnopodia helianthoides,Sunflower Star,2011,2011-08-16,0.0792,0.0087,0.0303,57,12,720,33.18,2011-08-10,138,0.0639,0.0452,0.0075,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11004,Lytechinus anamesus,White Urchin,2011,2011-08-16,0,0,0,0,12,720,33.18,2011-08-10,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-08-28,0,0,0,0,12,720,33.18,2012-07-17,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-08-28,0,0,0,0,12,720,33.18,2012-07-17,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,5002,Tethya aurantia,Orange Puffball Sponge,2012,2012-08-28,0.1153,0.016,0.0553,83,12,720,33.18,2012-07-17,601,0.2782,0.1528,0.0255,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6001,Stylaster californicus,California Hydrocoral,2012,2012-08-28,0,0,0,0,12,720,33.18,2012-07-17,0,0,0,0,36,2160
Outside,3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,6002,Urticina lofotensis,White Spotted Rose Anemone,2012,2012-08-28,0.0236,0.0086,0.0297,17,12,720,33.18,2012-07-17,197,0.0912,0.1025,0.0171,36,2160
