SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandQuads,IslandAreaSurveyed,IslandTotalCount,SurveyType
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1983,1983-07-26,8,0.2,0.4641,0.0734,40,40,43.27,1983-07-26,0.2,0.4878,0.0545,80,80,16,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1983,1983-07-26,30,0.75,2.509,0.3967,40,40,43.27,1983-07-26,3.6,5.2905,0.5915,80,80,288,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1983,1983-07-26,2,0.05,0.3162,0.05,40,40,43.27,1983-07-26,2.725,6.2358,0.6972,80,80,218,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1983,1983-07-26,7,0.175,0.4465,0.0706,40,40,43.27,1983-07-26,0.15,0.393,0.0439,80,80,12,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1983,1983-07-26,3,0.075,0.2667,0.0422,40,40,43.27,1983-07-26,0.05,0.2193,0.0245,80,80,4,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1984,1984-07-11,13,0.325,0.6155,0.0973,40,40,43.27,1984-07-11,0.1625,0.4623,0.0517,80,80,13,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1984,1984-07-11,39,0.975,1.5104,0.2388,40,40,43.27,1984-07-11,0.4875,1.1692,0.1307,80,80,39,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1984,1984-07-11,52,1.3,1.6204,0.2562,40,40,43.27,1984-07-11,0.65,1.313,0.1468,80,80,52,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1984,1984-07-11,0,0,0,0,40,40,43.27,1984-07-11,0,0,0,80,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1984,1984-07-11,11,0.275,0.64,0.1012,40,40,43.27,1984-07-11,0.1375,0.4705,0.0526,80,80,11,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1984,1984-07-11,0,0,0,0,40,40,43.27,1984-07-11,0,0,0,80,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1984,1984-07-11,0,0,0,0,40,40,43.27,1984-07-11,0.2625,0.5899,0.0659,80,80,21,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1984,1984-07-11,0,0,0,0,40,40,43.27,1984-07-11,0.0125,0.1118,0.0125,80,80,1,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1984,1984-07-11,28,0.7,1.1368,0.1797,40,40,43.27,1984-07-11,0.525,0.9137,0.1022,80,80,42,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1984,1984-07-11,5,0.125,0.3349,0.053,40,40,43.27,1984-07-11,0.175,0.4437,0.0496,80,80,14,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1984,1984-07-11,12,0.3,1.0427,0.1649,40,40,43.27,1984-07-11,3.3375,4.2425,0.4743,80,80,267,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1984,1984-07-11,0,0,0,0,40,40,43.27,1984-07-11,4.65,9.1432,1.0222,80,80,372,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1984,1984-07-11,13,0.325,0.7642,0.1208,40,40,43.27,1984-07-11,0.2625,0.6313,0.0706,80,80,21,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1984,1984-07-11,18,0.45,1.0115,0.1599,40,40,43.27,1984-07-11,0.225,0.7459,0.0834,80,80,18,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1985,1985-06-26,16,0.4,0.5525,0.1235,20,40,43.27,1985-06-26,0.2,0.4356,0.0689,40,80,16,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1985,1985-06-26,1,0.025,0.1118,0.025,20,40,43.27,1985-06-26,0.0125,0.0791,0.0125,40,80,1,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1985,1985-06-26,17,0.425,0.5447,0.1218,20,40,43.27,1985-06-26,0.2125,0.4369,0.0691,40,80,17,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1985,1985-06-26,2,0.05,0.1539,0.0344,20,40,43.27,1985-06-26,0.025,0.1104,0.0174,40,80,2,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0.2875,0.5871,0.0928,40,80,23,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0.1,0.3434,0.0543,40,80,8,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9008,Lithopoma gibberosa,Red Turban Snail,1985,1985-06-26,12,0.3,0.5231,0.117,20,40,43.27,1985-06-26,0.3,0.5231,0.117,20,40,12,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1985,1985-06-26,31,0.775,0.6584,0.1472,20,40,43.27,1985-06-26,0.6125,0.6454,0.102,40,80,49,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1985,1985-06-26,4,0.1,0.2616,0.0585,20,40,43.27,1985-06-26,0.0875,0.2232,0.0353,40,80,7,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1985,1985-06-26,58,1.45,3.2032,0.7163,20,40,43.27,1985-06-26,5.4875,5.4249,0.8577,40,80,439,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1985,1985-06-26,24,0.6,1.1653,0.2606,20,40,43.27,1985-06-26,7.0375,12.4383,1.9667,40,80,563,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1985,1985-06-26,9,0.225,0.4128,0.0923,20,40,43.27,1985-06-26,0.25,0.3755,0.0594,40,80,20,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1985,1985-06-26,14,0.35,0.4894,0.1094,20,40,43.27,1985-06-26,0.175,0.3848,0.0608,40,80,14,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14025,Lythrypnus dalli,Blue-banded Goby,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14026,Coryphopterus nicholsi,Blackeye Goby,1985,1985-06-26,1,0.025,0.1118,0.025,20,40,43.27,1985-06-26,0.05,0.1519,0.024,40,80,4,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14027,Alloclinus holderi,Island Kelpfish,1985,1985-06-26,0,0,0,0,20,40,43.27,1985-06-26,0.05,0.2207,0.0349,40,80,4,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1986,1986-07-08,77,1.925,2.525,0.5646,20,40,43.27,1986-07-08,0.9625,2.014,0.3184,40,80,77,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1986,1986-07-08,96,2.4,2.6238,0.5867,20,40,43.27,1986-07-08,1.2,2.1979,0.3475,40,80,96,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1986,1986-07-08,173,4.325,3.2698,0.7311,20,40,43.27,1986-07-08,2.1625,3.1631,0.5001,40,80,173,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1986,1986-07-08,30,0.75,2.668,0.5966,20,40,43.27,1986-07-08,0.375,1.9006,0.3005,40,80,30,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1986,1986-07-08,3,0.075,0.1832,0.041,20,40,43.27,1986-07-08,0.0375,0.1334,0.0211,40,80,3,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0.3375,0.7628,0.1206,40,80,27,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0.1625,0.664,0.105,40,80,13,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1986,1986-07-08,51,1.275,1.2924,0.289,20,40,43.27,1986-07-08,1.2125,1.0735,0.1697,40,80,97,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1986,1986-07-08,7,0.175,0.4667,0.1043,20,40,43.27,1986-07-08,0.375,0.6279,0.0993,40,80,30,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1986,1986-07-08,122,3.05,5.2287,1.1692,20,40,43.27,1986-07-08,8.8625,8.8947,1.4064,40,80,709,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1986,1986-07-08,74,1.85,3.0092,0.6729,20,40,43.27,1986-07-08,22.925,32.2084,5.0926,40,80,1834,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1986,1986-07-08,9,0.225,0.4128,0.0923,20,40,43.27,1986-07-08,0.25,0.4082,0.0645,40,80,20,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14025,Lythrypnus dalli,Blue-banded Goby,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14026,Coryphopterus nicholsi,Blackeye Goby,1986,1986-07-08,3,0.075,0.1832,0.041,20,40,43.27,1986-07-08,0.2,0.5164,0.0816,40,80,16,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14027,Alloclinus holderi,Island Kelpfish,1986,1986-07-08,0,0,0,0,20,40,43.27,1986-07-08,0.025,0.1104,0.0174,40,80,2,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1987,1987-08-11,18,0.45,0.5356,0.1198,20,40,43.27,1987-08-11,0.225,0.4378,0.0692,40,80,18,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1987,1987-08-11,18,0.45,0.5356,0.1198,20,40,43.27,1987-08-11,0.225,0.4378,0.0692,40,80,18,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0.25,0.4385,0.0693,40,80,20,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1987,1987-08-11,37,0.925,0.8926,0.1996,20,40,43.27,1987-08-11,1.0375,0.8502,0.1344,40,80,83,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1987,1987-08-11,9,0.225,0.4435,0.0992,20,40,43.27,1987-08-11,0.525,0.8239,0.1303,40,80,42,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1987,1987-08-11,70,1.75,5.3644,1.1995,20,40,43.27,1987-08-11,6.175,7.0951,1.1218,40,80,494,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1987,1987-08-11,14,0.35,0.7797,0.1743,20,40,43.27,1987-08-11,7.9625,16.1422,2.5523,40,80,637,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1987,1987-08-11,9,0.225,0.4128,0.0923,20,40,43.27,1987-08-11,0.15,0.3242,0.0513,40,80,12,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1987,1987-08-11,8,0.2,0.3403,0.0761,20,40,43.27,1987-08-11,0.1,0.2582,0.0408,40,80,8,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14025,Lythrypnus dalli,Blue-banded Goby,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14026,Coryphopterus nicholsi,Blackeye Goby,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0.3,0.6775,0.1071,40,80,24,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14027,Alloclinus holderi,Island Kelpfish,1987,1987-08-11,0,0,0,0,20,40,43.27,1987-08-11,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1988,1988-07-27,44,1.1,0.7182,0.1606,20,40,43.27,1988-07-27,0.55,0.7494,0.1185,40,80,44,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1988,1988-07-27,9,0.225,0.3796,0.0849,20,40,43.27,1988-07-27,0.1125,0.2884,0.0456,40,80,9,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1988,1988-07-27,53,1.325,0.8777,0.1963,20,40,43.27,1988-07-27,0.6625,0.9086,0.1437,40,80,53,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1988,1988-07-27,0,0,0,0,20,40,43.27,1988-07-27,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1988,1988-07-27,2,0.05,0.1539,0.0344,20,40,43.27,1988-07-27,0.025,0.1104,0.0174,40,80,2,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1988,1988-07-27,3,0.075,0.1832,0.041,20,40,43.27,1988-07-27,0.0375,0.1334,0.0211,40,80,3,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1988,1988-07-27,0,0,0,0,20,40,43.27,1988-07-27,0.275,0.7421,0.1173,40,80,22,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1988,1988-07-27,0,0,0,0,20,40,43.27,1988-07-27,0.0125,0.0791,0.0125,40,80,1,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1988,1988-07-27,43,1.075,1.0915,0.2441,20,40,43.27,1988-07-27,1.325,1.0893,0.1722,40,80,106,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1988,1988-07-27,11,0.275,0.786,0.1758,20,40,43.27,1988-07-27,0.4,0.6906,0.1092,40,80,32,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1988,1988-07-27,73,1.825,4.1716,0.9328,20,40,43.27,1988-07-27,6.2125,7.3588,1.1635,40,80,497,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1988,1988-07-27,13,0.325,0.7122,0.1593,20,40,43.27,1988-07-27,4.2625,8.6639,1.3699,40,80,341,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11007,Parastichopus parvimensis,Warty Sea Cucumber,1988,1988-07-27,8,0.2,0.4413,0.0987,20,40,43.27,1988-07-27,0.25,0.4082,0.0645,40,80,20,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,12002,Styela montereyensis,Stalked Tunicate,1988,1988-07-27,2,0.05,0.2236,0.05,20,40,43.27,1988-07-27,0.025,0.1581,0.025,40,80,2,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14025,Lythrypnus dalli,Blue-banded Goby,1988,1988-07-27,0,0,0,0,20,40,43.27,1988-07-27,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14026,Coryphopterus nicholsi,Blackeye Goby,1988,1988-07-27,2,0.05,0.2236,0.05,20,40,43.27,1988-07-27,1,1.7394,0.275,40,80,80,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,14027,Alloclinus holderi,Island Kelpfish,1988,1988-07-27,6,0.15,0.2856,0.0639,20,40,43.27,1988-07-27,0.1125,0.2399,0.0379,40,80,9,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Macrocystis pyrifera,Giant Kelp (Adult),1989,1989-08-16,21,0.525,0.573,0.1281,20,40,43.27,1989-08-16,0.2625,0.4802,0.0759,40,80,21,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002.5,Macrocystis pyrifera,Giant Kelp (Juvenile),1989,1989-08-16,29,0.725,2.2389,0.5006,20,40,43.27,1989-08-16,0.3625,1.6052,0.2538,40,80,29,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Macrocystis pyrifera,NA,1989,1989-08-16,50,1.25,2.4575,0.5495,20,40,43.27,1989-08-16,0.625,1.8284,0.2891,40,80,50,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Eisenia arborea,NA,1989,1989-08-16,1,0.025,0.1118,0.025,20,40,43.27,1989-08-16,0.0125,0.0791,0.0125,40,80,1,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Pterygophora californica,NA,1989,1989-08-16,1,0.025,0.1118,0.025,20,40,43.27,1989-08-16,0.0125,0.0791,0.0125,40,80,1,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Laminaria farlowii,NA,1989,1989-08-16,0,0,0,0,20,40,43.27,1989-08-16,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9005,Cypraea spadicea,Chestnut Cowrie,1989,1989-08-16,0,0,0,0,20,40,43.27,1989-08-16,0.3375,0.8117,0.1283,40,80,27,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,9007,Megastraea undosa,Wavy Turban Snail,1989,1989-08-16,0,0,0,0,20,40,43.27,1989-08-16,0,0,0,40,80,0,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11001,Patiria miniata,Bat Star,1989,1989-08-16,44,1.1,0.7712,0.1724,20,40,43.27,1989-08-16,1.475,1.1433,0.1808,40,80,118,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11002,Pisaster giganteus,Giant-spined Sea Star,1989,1989-08-16,20,0.5,0.6489,0.1451,20,40,43.27,1989-08-16,0.85,1.1163,0.1765,40,80,68,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11005,Strongylocentrotus franciscanus,Red Urchin,1989,1989-08-16,105,2.625,6.5552,1.4658,20,40,43.27,1989-08-16,7.2375,7.303,1.1547,40,80,579,One_Meter
1,SM,San Miguel Island,WL,Wyckoff Ledge,11006,Strongylocentrotus purpuratus,Purple Urchin,1989,1989-08-16,18,0.45,1.087,0.2431,20,40,43.27,1989-08-16,2.675,5.5569,0.8786,40,80,214,One_Meter
